"tr_build_id","gh_project_name","NC","nbr_auth","NMF","NLR","NLA","CX","FT","TD","WD","CTM","AX","ACF","BT","openjdk6","openjdk7","oraclejdk7","oraclejdk8","BS3","prev_BS3","BS2","prev_BS2","BS1","prev_BS1","entropy","MysteryGuest","GeneralFixture","AssertionRoulette","IndirectTesting","SensitiveEquality","commit","LongMethod","LongParameterList","ComplexClass","Blob","LazyClass","AntiSingleto","BaseClassShouldBeAbstract","RefusedParentBequest","ManyFieldAttributesButNotComplex","SpaghettiCode","SpeculativeGenerality","LargeClass","gh_build_started_at","old_PB","BC","DLF","exist_test"
35606558,"julianhyde/optiq",1,1,1,2,2,"faible","test+src",3,"Thursday","1",0,"single","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"1","0","1","1","0","6f805ae4cec33ac4e380fdd08db89f6fd4494622",0,0,0,0,0,0,0,0,0,0,0,0,"2014-09-18 07:09:46",0,0,"more_week_ago",1
35611530,"julianhyde/optiq",1,1,1,1,1,"faible","other",4,"Thursday","0",0,"single","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","a2cc356cfc21218eedaa4ce5a11920163c0be495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-18 08:36:03",0,0,"more_week_ago",0
35689916,"julianhyde/optiq",1,1,45,380,775,"faible","test+src+other",20,"Thursday","1",864,"daily","UNKNOWN",1,0,1,1,1,0,1,0,1,0,0.7908743541515,"1","0","1","1","1","0fd4e3d9ea63fa67a97ea8ba73e46a12e31af2b1",1,1,0,0,0,0,0,0,0,1,0,0,"2014-09-19 00:35:30",0,0,"more_week_ago",1
35691401,"julianhyde/optiq",1,1,1,2,3,"faible","src",21,"Thursday","1",864,"daily","UNKNOWN",1,0,1,1,0,1,0,1,0,1,0,"1","0","0","1","1","3b447fcc2c6360b69cb7d4e8343dd15f7cc0ba95",0,0,0,0,0,0,0,0,0,1,0,0,"2014-09-19 01:12:08",1,0.1,"less_day",1
35780131,"julianhyde/optiq",1,1,19,7,1104,"faible","test+src",18,"Friday","1",865,"daily","UNKNOWN",1,0,1,1,0,1,0,1,0,1,0.839095363361996,"1","0","1","1","1","5fba93bf6b0926418878a6f82b263378ab88dc4e",1,0,0,0,1,0,0,0,0,1,0,0,"2014-09-19 23:09:23",0,0.1,"less_day",1
35868119,"julianhyde/optiq",1,1,5,1048,11,"faible","test+src+other",11,"Sunday","1",866,"daily","UNKNOWN",1,0,1,1,0,1,0,1,0,1,0.397849953013354,"1","0","1","1","0","24eb1b84169127cc07cfd00473b7fb7f40365435",0,0,0,0,1,0,0,0,0,1,0,0,"2014-09-21 15:42:56",0,0.1,"week_ago",1
36106875,"julianhyde/optiq",1,1,6,0,70,"faible","test+src+other",20,"Tuesday","1",0,"single","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.610324610477132,"1","0","1","1","1","232a8f4dab75d73451aad19a0a652a59184bec71",1,0,0,0,0,0,0,0,0,1,0,0,"2014-09-24 00:34:15",0,0.1,"week_ago",1
36393172,"julianhyde/optiq",1,1,7,5,148,"faible","test+src+other",16,"Friday","0",245,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.497608770912094,"1","0","1","1","0","a5665df971c128bfcc83e143c61522fecff942e2",1,1,0,0,0,0,0,0,0,1,0,0,"2014-09-26 20:41:21",0,0.1,"week_ago",1
36399491,"julianhyde/optiq",2,19,25,102,391,"faible","test+src+other",17,"Friday","1",872,"daily","UNKNOWN",1,0,1,1,0,1,0,1,0,1,0.57734562142336,"1","0","1","1","1","5d95c5fd1a809f07c82f968e48d46cb4f1f3e100",1,1,0,0,1,1,0,0,0,1,0,0,"2014-09-26 21:58:31",0,0.1,"week_ago",1
36711203,"julianhyde/optiq",1,1,9,19,421,"faible","test+src+other",16,"Tuesday","1",876,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.592775083992671,"1","0","1","1","0","356a606094d82e4eed4a56637a0fce857f5d47cd",1,1,0,0,0,0,0,0,0,1,0,1,"2014-09-30 20:53:08",0,0.1,"more_week_ago",1
36720328,"julianhyde/optiq",1,1,99,369,373,"faible","test+src+other",18,"Tuesday","1",876,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.818744656175339,"1","0","1","1","1","a6f586ac7764b8ff9ee4b659643fa816e8db42e3",1,1,0,0,1,1,0,0,1,1,0,1,"2014-09-30 22:42:32",0,0.1,"more_week_ago",1
36721929,"julianhyde/optiq",1,1,1,7,12,"faible","src",19,"Tuesday","1",876,"daily","UNKNOWN",1,0,1,1,1,0,1,0,1,0,0,"","","","","","7fc4f6e082955da119b2e34d5a94a8dc0e177ade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-30 23:07:41",0,0.1,"more_week_ago",0
36746419,"julianhyde/optiq",2,19,11,42,198,"faible","test+src+other",3,"Wednesday","1",7,"other","UNKNOWN",1,0,1,1,0,1,0,1,0,1,0.5041774884217,"1","0","1","1","1","af86cd87a8c129867d49d87c15d62896a56f9108",1,0,0,0,0,0,0,0,0,1,0,0,"2014-10-01 07:56:03",1,0.2,"less_day",1
36801134,"julianhyde/optiq",1,1,1,0,261,"faible","test+other",14,"Wednesday","1",877,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","48105c08c84a0f1304331bc67c5fb15213d528a3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-01 19:03:46",0,0.1,"less_day",0
36810118,"julianhyde/optiq",1,1,1,0,128,"faible","src",16,"Wednesday","1",877,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","1bfcf3256c5a2937f0ca7acd6e91681dd4634b7f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-01 20:33:43",0,0.1,"less_day",0
36814949,"julianhyde/optiq",1,1,2,1,6,"faible","src+other",17,"Wednesday","1",877,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.863120568566631,"","","","","","90f0bead8923dfb28992b60baee8d8cb92c18d9e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-01 21:27:58",0,0.1,"less_day",0
36825769,"julianhyde/optiq",1,1,1,6,6,"faible","src",19,"Wednesday","1",877,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"","","","","","3c4b5982daa318660b989f37905455f3ad74863d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-01 23:58:03",0,0.1,"day_ago",0
37716529,"julianhyde/optiq",4,19,20,51,101,"faible","test+src+other",20,"Saturday","1",887,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.449053500499679,"","","","","","a47ed3ec1f7e0f1a0a0e14c0f754ef2fb369f819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-10-12 01:09:38",0,0.1,"more_week_ago",0
38094814,"julianhyde/optiq",1,1,1,0,12,"faible","test+src",17,"Wednesday","1",891,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0,"1","0","1","1","0","ee903d567b822498d17a1ba162dfb6ffc5990960",0,0,0,0,0,0,0,0,0,1,0,0,"2014-10-15 21:51:55",0,0.1,"more_week_ago",1
38274173,"julianhyde/optiq",1,1,4,4,88,"faible","test+src+other",11,"Friday","1",246,"other","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.871896635653554,"1","0","1","1","0","59191a7add9f3141138d7c2cb5298939a0fa99e0",1,1,0,0,0,0,0,0,0,1,0,0,"2014-10-17 16:38:59",0,0.1,"more_week_ago",1
38380506,"julianhyde/optiq",1,1,4,7,33,"faible","test+src+other",18,"Saturday","1",894,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.892683634323045,"1","0","1","1","0","b4918cc4542230e346b56f329bea53dffa6fba17",0,0,0,0,0,0,0,0,0,1,0,0,"2014-10-18 22:43:02",0,0.1,"more_week_ago",1
38381624,"julianhyde/optiq",1,1,10,199,385,"faible","test+src+other",18,"Saturday","1",894,"daily","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.785681211287402,"1","0","1","1","1","99c7ff96b35bca2066202779ce4a5af502dec6e1",1,1,0,0,0,0,0,0,1,1,0,0,"2014-10-18 23:10:29",0,0.1,"more_week_ago",1
38394928,"julianhyde/optiq",1,1,4,15,82,"faible","test+src+other",2,"Sunday","1",0,"single","UNKNOWN",1,0,1,1,0,0,0,0,0,0,0.938084704074085,"1","0","1","1","0","44c72c32cbb4c47ed8b6e33db5dc2c353d250bf4",1,1,0,0,0,0,0,0,0,1,0,0,"2014-10-19 06:50:40",0,0,"more_week_ago",1
